df2_No,df2_地区名,df2_施設名,df2_住所,df2_地震,df2_津波,df2_高潮,df2_洪水,df2_土砂,df2_z,共通ID,市町村,更新日
4078,南国,大篠保育園 ,NA,O,O,NA,X,O,0,E3920400091111,南国市,2021/2/1
4079,南国,大湊小学校 ,NA,O,O,NA,X,O,0,E3920400078111,南国市,2021/2/1
4080,南国,長岡小学校 ,NA,O,O,NA,O,O,0,E3920400026111,南国市,2021/2/1
4081,南国,長岡西部体育館 ,NA,O,O,NA,O,O,0,E3920400045111,南国市,2021/2/1
4082,南国,長岡西部保育所 ,NA,O,O,NA,O,O,0,E3920400048111,南国市,2021/2/1
4083,南国,長岡東部保育園 ,NA,O,O,NA,O,O,0,E3920400025111,南国市,2021/2/1
4084,南国,鳶ヶ池中学校 ,NA,O,O,NA,O,O,0,E3920400097111,南国市,2021/2/1
4085,南国,奈路小学校 ,NA,O,O,NA,O,X,0,E3920400102111,南国市,2021/2/1
4086,南国,奈路防災コミュニティセンター ,NA,O,O,NA,O,X,0,E3920400101111,南国市,2021/2/1
4087,南国,南国市立スポーツセンター ,NA,O,O,NA,O,O,0,E3920400075111,南国市,2021/2/1
4088,南国,日章小学校 ,NA,O,O,NA,O,O,0,E3920400095111,南国市,2021/2/1
4089,南国,日章福祉交流センター ,NA,O,O,NA,X,O,0,E3920400093111,南国市,2021/2/1
4090,南国,白木谷小学校 ,NA,O,O,NA,O,X,0,E3920400107111,南国市,2021/2/1
4091,南国,瓶岩体育館 ,NA,O,O,NA,O,O,0,E3920400033111,南国市,2021/2/1
4092,南国,北陵中学校 ,NA,O,O,NA,O,X,0,E3920400014111,南国市,2021/2/1
4093,南国,明見保育所 ,NA,O,O,NA,X,O,0,E3920400124111,南国市,2021/2/1
4094,南国,野田公民館 ,NA,O,O,NA,O,O,0,E3920400027111,南国市,2021/2/1
4095,南国,里保育所 ,NA,O,O,NA,X,O,0,E3920400127111,南国市,2021/2/1
4096,宇佐,USA くろしおセンター ,NA,X,NA,O,O,O,0,E3920500024111,土佐市,2023/6/26
4097,高岡,グランディール ,NA,O,NA,X,O,O,0,E3920500065111,土佐市,2023/6/26
4098,宇佐,宇佐小学校,NA,X,NA,O,O,O,0,E3920500008112,土佐市,2023/6/26
4099,戸波,戸波児童センター ,NA,O,NA,X,O,O,0,E3920500035111,土佐市,2023/6/26
4100,戸波,戸波小学校 ,NA,O,NA,X,O,O,0,E3920500037111,土佐市,2023/6/26
4101,戸波,戸波総合市民センター ,NA,O,NA,X,O,O,0,E3920500036111,土佐市,2023/6/26
4102,戸波,戸波中学校 ,NA,O,NA,X,O,O,0,E3920500031111,土佐市,2023/6/26
4103,高岡・ 蓮池,高岡高等学校 ,NA,O,NA,X,O,O,0,E3920500063111,土佐市,2023/6/26
4104,高石・ 高岡,高岡市民館 ,NA,O,NA,X,O,O,0,E3920500053111,土佐市,2023/6/26
4105,高岡,高岡第一小学校 ,NA,O,NA,X,O,O,0,E3920500047111,土佐市,2023/6/26
4106,高岡,高岡第二小学校 ,NA,O,NA,X,O,O,0,E3920500040111,土佐市,2023/6/26
4107,高岡,高岡中学校 ,NA,O,NA,X,O,O,0,E3920500058111,土佐市,2023/6/26
4108,高石 ,高石小学校 ,NA,O,NA,X,O,O,0,E3920500092111,土佐市,2023/6/26
4109,高岡,高知リハビリテーション学院(校舎) ,NA,O,NA,X,O,O,0,E3920500038111,土佐市,2023/6/26
4110,高岡,高知リハビリテーション学院(体育館),NA,O,NA,X,O,O,0,E3920500038112,土佐市,2023/6/26
4111,宇佐,高知海洋高等学校 ,NA,X,NA,X,O,O,0,E3920500025111,土佐市,2023/6/26
4112,戸波,高知県農業協同組合戸波支所 ,NA,X,NA,X,O,O,0,E3920500030111,土佐市,2023/6/26
4113,新居,高知県農業協同組合新居支所 ,NA,X,NA,O,O,O,0,E3920500090111,土佐市,2023/6/26
4114,宇佐,高知大学総合研究センター 海洋生物研究教育施設,NA,X,NA,O,O,O,0,E3920500123111,土佐市,2023/6/26
4115,宇佐,三陽荘 ,NA,X,NA,O,O,O,0,E3920500140111,土佐市,2023/6/26
4116,高岡・ 蓮池,市民体育館 ,NA,O,NA,X,O,O,0,E3920500061111,土佐市,2023/6/26
4117,波介,出間公民館 ,NA,O,NA,X,O,O,0,E3920500069111,土佐市,2023/6/26
4118,新居,新居コミュニティセンター ,NA,X,NA,O,O,O,0,E3920500088111,土佐市,2023/6/26
4119,新居,新居小学校 ,NA,X,NA,O,O,O,0,E3920500071111,土佐市,2023/6/26
4120,高岡,船越団地集会所 ,NA,O,NA,X,O,O,0,E3920500051111,土佐市,2023/6/26
4121,北原,谷地集会所 ,NA,O,NA,X,O,O,0,E3920500091111,土佐市,2023/6/26
4122,高岡,天理教高岡大教会 ,NA,O,NA,X,O,O,0,E3920500042111,土佐市,2023/6/26
4123,高岡,土佐合同庁舎 ,NA,O,NA,X,O,O,0,E3920500044111,土佐市,2023/6/26
4124,戸波,土佐市いづみふれあいセンター ,NA,X,NA,X,O,O,0,E3920500068111,土佐市,2023/6/26
4125,高岡,土佐市教育研究所 ,NA,O,NA,X,O,O,0,E3920500041111,土佐市,2023/6/26
4126,高岡,土佐市複合文化施設 ,NA,O,NA,X,O,O,0,E3920500048111,土佐市,2023/6/26
4127,高岡,土佐市保健福祉センター ,NA,O,NA,X,O,O,0,E3920500055111,土佐市,2023/6/26
4128,高岡,土佐市役所 ,NA,X,NA,X,O,O,0,E3920500059111,土佐市,2023/6/26
4129,波介,波介コミュニティセンター ,NA,O,NA,X,O,O,0,E3920500099111,土佐市,2023/6/26
4130,波介,波介小学校 ,NA,O,NA,X,O,O,0,E3920500097111,土佐市,2023/6/26
4131,北原,北原公民館 ,NA,O,NA,X,O,O,0,E3920500102111,土佐市,2023/6/26
4132,北原,北原小学校（校舎）,NA,O,NA,X,O,O,0,E3920500101111,土佐市,2023/6/26
4133,北原,北原小学校（体育館） ,NA,O,NA,X,O,O,0,E3920500101112,土佐市,2023/6/26
4134,蓮池,蓮池コミュニティセンター ,NA,O,NA,X,O,O,0,E3920500113111,土佐市,2023/6/26
4135,蓮池,蓮池小学校 ,NA,O,NA,X,O,O,0,E3920500114111,土佐市,2023/6/26
4136,須崎,浦ノ内小学校 ,NA,NA,NA,NA,NA,NA,0,E3920600016111,須崎市,2024/3/1
4137,須崎,須崎市立スポーツセンター ,NA,NA,NA,NA,NA,NA,0,E3920600017111,須崎市,2024/3/1
4138,須崎,朝ヶ丘中学校 ,NA,NA,NA,NA,NA,NA,0,E3920600039111,須崎市,2024/3/1
4139,須崎,多ノ郷公民館 ,NA,NA,NA,NA,NA,NA,0,E3920600040111,須崎市,2024/3/1
4140,須崎,おひさま保育園 ,NA,NA,NA,NA,NA,NA,0,E3920600042111,須崎市,2024/3/1
4141,須崎,浦ノ内東部コミュニティセンター ,NA,NA,NA,NA,NA,NA,0,E3920600044111,須崎市,2024/3/1
4142,須崎,上分小学校 ,NA,NA,NA,NA,NA,NA,0,E3920600053111,須崎市,2024/3/1
4143,須崎,上分公民館 ,NA,NA,NA,NA,NA,NA,0,E3920600057111,須崎市,2024/3/1
4144,須崎,妙見山交流会館 ,NA,NA,NA,NA,NA,NA,0,E3920600096111,須崎市,2024/3/1
4145,市街地地区,きらら清水保育園,NA,O,O,O,O,O,0,E3920900098111,土佐清水市,2023/10/1
4146,半島地区,窪津小学校（校舎）,NA,O,O,O,O,O,0,E3920900070112,土佐清水市,2023/10/1
4147,三崎地区,益野小学校（体育館）,NA,X,X,X,O,O,0,E3920900042111,土佐清水市,2023/10/1
4148,土佐清水,下ノ加江市民センター,NA,O,O,O,O,O,0,E3920900021111,土佐清水市,2023/10/1
4149,下ノ加地区,下ノ加江小学校（体育館）,NA,O,X,X,O,O,0,E3920900031111,土佐清水市,2023/10/1
4150,下ノ加地区,下ノ加江地区防災コミュニティセンター,NA,O,O,O,O,O,0,E3920900038111,土佐清水市,2023/10/1
4151,下ノ加地区,下ノ加江保育園,NA,O,X,X,O,O,0,E3920900034111,土佐清水市,2023/10/1
4152,下ノ加地区,下浦青年会館,NA,X,X,X,O,O,0,E3920900018111,土佐清水市,2023/10/1
4153,土佐清水,下川口市民センター,NA,O,O,O,O,O,0,E3920900045111,土佐清水市,2023/10/1
4154,下川口地区,下川口小学校（体育館）,NA,O,X,X,O,O,0,E3920900044111,土佐清水市,2023/10/1
4155,下川口地区,下川口地区防災コミュニティセンター,NA,O,O,O,NA,NA,0,E3920900086113,土佐清水市,2023/10/1
4156,下川口地区,下川口保育園,NA,O,O,O,NA,NA,0,E3920900086111,土佐清水市,2023/10/1
4157,下川口地区,貝ノ川小学校（校舎）,NA,O,X,X,O,O,0,E3920900067111,土佐清水市,2023/10/1
4158,下川口地区,旧宗呂小学校（体育館）,NA,O,O,O,O,O,0,E3920900086112,土佐清水市,2023/10/1
4159,半島地区,旧松尾小学校（体育館）,NA,O,O,O,O,O,0,E3920900095111,土佐清水市,2023/10/1
4160,半島地区,旧清水中学校（体育館）,NA,O,X,X,O,O,0,E3920900147111,土佐清水市,2023/10/1
4161,半島地区,旧養老小学校（体育館）,NA,O,O,O,O,O,0,E3920900049112,土佐清水市,2023/10/1
4162,下ノ加地区,旧立石小学校,NA,O,O,O,O,O,0,E3920900137111,土佐清水市,2023/10/1
4163,土佐清水,三崎市民センター,NA,O,O,O,O,O,0,E3920900080111,土佐清水市,2023/10/1
4164,三崎地区,三崎小学校（体育館）,NA,O,X,X,O,O,0,E3920900082111,土佐清水市,2023/10/1
4165,三崎地区,三崎地区防災コミュニティセンター,NA,O,O,O,O,O,0,E3920900132111,土佐清水市,2023/10/1
4166,市街地地区,市民体育館,NA,O,O,O,O,O,0,E3920900102111,土佐清水市,2023/10/1
4167,半島地区,消防庁舎,NA,O,O,O,NA,NA,0,E3920900008111,土佐清水市,2023/10/1
4168,三崎地区,新三崎保育園,NA,O,O,O,NA,NA,0,E3920900079111,土佐清水市,2023/10/1
4169,市街地地区,清水小学校（校舎）,NA,O,O,O,NA,NA,0,E3920900074112,土佐清水市,2023/10/1
4170,市街地地区,清水小学校（体育館）,NA,O,O,O,O,O,0,E3920900074111,土佐清水市,2023/10/1
4171,市街地地区,清水中学校（校舎）,NA,O,O,O,NA,NA,0,E3920900099112,土佐清水市,2023/10/1
4172,市街地地区,清水中学校（体育館）,NA,O,O,O,O,O,0,E3920900099111,土佐清水市,2023/10/1
4173,半島地区,足摺岬小学校（体育館）,NA,O,O,O,O,O,0,E3920900106112,土佐清水市,2023/10/1
4174,半島地区,足摺岬保育園,NA,O,O,O,O,O,0,E3920900106111,土佐清水市,2023/10/1
4175,半島地区,大岐福祉センター,NA,O,O,O,O,O,0,E3920900112111,土佐清水市,2023/10/1
4176,土佐清水,中央公民館,NA,O,O,O,O,O,0,E3920900118111,土佐清水市,2023/10/1
4177,半島地区,中浜小学校（体育館）,NA,O,O,O,O,O,0,E3920900116111,土佐清水市,2023/10/1
4178,半島地区,幡陽小学校（校舎）,NA,O,O,O,NA,NA,0,E3920900111112,土佐清水市,2023/10/1
4179,半島地区,幡陽小学校（体育館）,NA,X,O,O,O,O,0,E3920900111111,土佐清水市,2023/10/1
4180,下ノ加地区,布小学校（校舎・体育館）,NA,X,X,X,O,O,0,E3920900124111,土佐清水市,2023/10/1
4181,下ノ加地区,布福祉センター,NA,X,X,X,O,O,0,E3920900122111,土佐清水市,2023/10/1
4182,三崎地区,竜串ふれあいセンター,NA,X,X,X,O,O,0,E3920900140111,土佐清水市,2023/10/1
4183,三崎地区,竜串福祉センター,NA,O,X,X,O,O,0,E3920900139111,土佐清水市,2023/10/1
4184,香南,吉川防災コミュニティセンター ,NA,O,O,O,O,O,0,E3921100005111,香南市,2025/3/31
4185,香南,香我美おれんじ保育所 ,NA,O,O,O,O,O,0,E3921100022111,香南市,2025/3/31
4186,香南,香我美トレーニングセンター ,NA,O,O,O,O,O,0,E3921100034111,香南市,2025/3/31
4187,香南,香我美市民館（香我美図書館） ,NA,O,O,O,O,O,0,E3921100034112,香南市,2025/3/31
4188,香南,香我美小学校 ,NA,O,O,O,O,O,0,E3921100023111,香南市,2025/3/31
4189,香南,香我美中学校 ,NA,O,O,O,O,O,0,E3921100032111,香南市,2025/3/31
4190,香南,香我美幼稚園 ,NA,O,O,O,O,O,0,E3921100021111,香南市,2025/3/31
4191,香南,佐古小学校（南舎・体育館） ,NA,O,O,O,O,O,0,E3921100103111,香南市,2025/3/31
4192,香南,佐古保育所 ,NA,O,O,O,O,O,0,E3921100104111,香南市,2025/3/31
4193,香南,佐古防災コミュニティセンター ,NA,O,O,O,O,O,0,E3921100106111,香南市,2025/3/31
4194,香南,山北公民館 ,NA,O,O,O,O,O,0,E3921100031111,香南市,2025/3/31
4195,香南,城山高校 ,NA,O,O,O,O,O,0,E3921100042111,香南市,2025/3/31
4196,香南,赤岡小学校体育館 ,NA,O,O,O,O,O,0,E3921100051111,香南市,2025/3/31
4197,香南,北部会館 ,NA,O,O,O,O,O,0,E3921100085111,香南市,2025/3/31
4198,香南,野市小学校 ,NA,O,O,O,O,O,0,E3921100089111,香南市,2025/3/31
4199,香南,野市図書館 ,NA,O,O,O,O,O,0,E3921100107111,香南市,2025/3/31
4200,香南,野市総合体育館 ,NA,O,O,O,O,O,0,E3921100093111,香南市,2025/3/31
4201,香南,野市中学校 ,NA,O,O,O,O,O,0,E3921100102111,香南市,2025/3/31
4202,香南,野市東小学校 ,NA,O,O,O,O,O,0,E3921100094112,香南市,2025/3/31
4203,香南,野市東保育所 ,NA,O,O,O,O,O,0,E3921100101111,香南市,2025/3/31
4204,香南,野市東幼稚園 ,NA,O,O,O,O,O,0,E3921100094111,香南市,2025/3/31
4205,香南,野市保育所 ,NA,O,O,O,O,O,0,E3921100091111,香南市,2025/3/31
4206,香南,野市幼稚園 ,NA,O,O,O,O,O,0,E3921100090111,香南市,2025/3/31
4207,物部町,浦山公会堂 ,NA,O,NA,NA,O,X,0,E3921200095111,香美市,2023/2/7
4208,香北町,永野コミュニティセンター ,NA,O,NA,NA,O,O,0,E3921200001111,香美市,2023/2/7
4209,物部町,塩公会堂 ,NA,O,NA,NA,O,X,0,E3921200089111,香美市,2023/2/7
4210,物部町,奥物部ふれあいプラザ ,NA,O,NA,NA,O,O,0,E3921200106111,香美市,2023/2/7
4211,物部町,岡ノ内公会堂 ,NA,O,NA,NA,O,X,0,E3921200079111,香美市,2023/2/7
4212,香北町,下野尻集落センター ,NA,O,NA,NA,O,X,0,E3921200002111,香美市,2023/2/7
4213,土佐山田町,加茂公民館 ,NA,O,NA,NA,X,O,0,E3921200037111,香美市,2023/2/7
4214,土佐山田町,河ノ川部落集会所 ,NA,O,NA,NA,O,O,0,E3921200039111,香美市,2023/2/7
4215,土佐山田町,岩次公民館 ,NA,O,NA,NA,X,O,0,E3921200040111,香美市,2023/2/7
4216,香北町,基幹集落センター ,NA,O,NA,NA,O,O,0,E3921200025111,香美市,2023/2/7
4217,物部町,久保組公会堂 ,NA,O,NA,NA,O,O,0,E3921200101111,香美市,2023/2/7
4218,土佐山田町,宮上谷公民館 ,NA,O,NA,NA,O,X,0,E3921200061111,香美市,2023/2/7
4219,香北町,橋川野集落センター ,NA,O,NA,NA,O,O,0,E3921200008111,香美市,2023/2/7
4220,土佐山田町,鏡野中学校（体育館） ,NA,O,NA,NA,O,X,0,E3921200066111,香美市,2023/2/7
4221,土佐山田町,香長小学校（体育館） ,NA,O,NA,NA,O,O,0,E3921200055111,香美市,2023/2/7
4222,土佐山田町,香美農林合同庁舎 ,NA,O,NA,NA,O,X,0,E3921200038111,香美市,2023/2/7
4223,香北町,香北体育センター ,NA,O,NA,NA,O,O,0,E3921200006111,香美市,2023/2/7
4224,香北町,香北中学校（体育館） ,NA,O,NA,NA,O,O,0,E3921200029111,香美市,2023/2/7
4225,香北町,香北武道館 ,NA,O,NA,NA,O,O,0,E3921200030111,香美市,2023/2/7
4226,物部町,高井多目的集会所 ,NA,O,NA,NA,O,X,0,E3921200082111,香美市,2023/2/7
4227,土佐山田町,高知工科大学（体育館） ,NA,O,NA,NA,O,O,0,E3921200042111,香美市,2023/2/7
4228,物部町,高齢者生活福祉センター「こづみ」 ,NA,O,NA,NA,O,O,0,E3921200108111,香美市,2023/2/7
4229,香北町,根須公会堂 ,NA,O,NA,NA,O,O,0,E3921200010111,香美市,2023/2/7
4230,土佐山田町,佐岡体育館 ,NA,O,NA,NA,X,X,0,E3921200077111,香美市,2023/2/7
4231,香北町,佐敷公民館 ,NA,O,NA,NA,O,X,0,E3921200012111,香美市,2023/2/7
4232,香北町,三谷地区集会所 ,NA,O,NA,NA,O,X,0,E3921200015111,香美市,2023/2/7
4233,土佐山田町,山田高等学校（体育館） ,NA,O,NA,NA,O,O,0,E3921200036111,香美市,2023/2/7
4234,土佐山田町,山田小学校（体育館） ,NA,O,NA,NA,O,O,0,E3921200059111,香美市,2023/2/7
4235,土佐山田町,舟入小学校（体育館） ,NA,O,NA,NA,X,O,0,E3921200045111,香美市,2023/2/7
4236,物部町,庄谷相多目的集会所 ,NA,O,NA,NA,O,X,0,E3921200093111,香美市,2023/2/7
4237,土佐山田町,松本部落公民館 ,NA,O,NA,NA,O,O,0,E3921200048111,香美市,2023/2/7
4238,土佐山田町,上改田公民館 ,NA,O,NA,NA,O,O,0,E3921200049111,香美市,2023/2/7
4239,土佐山田町,植公民館 ,NA,O,NA,NA,O,O,0,E3921200051111,香美市,2023/2/7
4240,土佐山田町,新改公民館 ,NA,O,NA,NA,O,O,0,E3921200052111,香美市,2023/2/7
4241,土佐山田町,新改北部構造改善センター ,NA,O,NA,NA,O,O,0,E3921200073111,香美市,2023/2/7
4242,土佐山田町,森林研修センター ,NA,O,NA,NA,O,O,0,E3921200063111,香美市,2023/2/7
4243,物部町,神池分団屯所 ,NA,O,NA,NA,O,X,0,E3921200094111,香美市,2023/2/7
4244,土佐山田町,秦山公園野球場（土佐山田スタジアム） ,NA,O,NA,NA,O,O,0,E3921200050111,香美市,2023/2/7
4245,土佐山田町,秦山町一丁目公民館 ,NA,O,NA,NA,O,O,0,E3921200054111,香美市,2023/2/7
4246,土佐山田町,仁井田公民館 ,NA,O,NA,NA,O,O,0,E3921200044111,香美市,2023/2/7
4247,土佐山田町,須江公民館 ,NA,O,NA,NA,O,O,0,E3921200057111,香美市,2023/2/7
4248,香北町,清爪公会堂 ,NA,O,NA,NA,X,X,0,E3921200011111,香美市,2023/2/7
4249,土佐山田町,西後入公民館 ,NA,O,NA,NA,O,X,0,E3921200058111,香美市,2023/2/7
4250,土佐山田町,船谷公民館 ,NA,O,NA,NA,O,O,0,E3921200060111,香美市,2023/2/7
4251,香北町,太郎丸公会堂 ,NA,O,NA,NA,X,O,0,E3921200013111,香美市,2023/2/7
4252,香北町,大宮小学校（体育館） ,NA,O,NA,NA,O,O,0,E3921200028111,香美市,2023/2/7
4253,土佐山田町,大後入公民館 ,NA,O,NA,NA,O,X,0,E3921200062111,香美市,2023/2/7
4254,物部町,大栃区長事務所 ,NA,O,NA,NA,O,O,0,E3921200097111,香美市,2023/2/7
4255,物部町,大栃小学校（体育館） ,NA,O,NA,NA,O,O,0,E3921200098111,香美市,2023/2/7
4256,物部町,大栃中学校（体育館） ,NA,O,NA,NA,O,O,0,E3921200102111,香美市,2023/2/7
4257,物部町,大北組公会堂 ,NA,O,NA,NA,O,O,0,E3921200105111,香美市,2023/2/7
4258,香北町,谷相公民館 ,NA,O,NA,NA,O,X,0,E3921200014111,香美市,2023/2/7
4259,土佐山田町,地域福祉センター土佐山田（プラザ八王子） ,NA,O,NA,NA,O,O,0,E3921200034111,香美市,2023/2/7
4260,土佐山田町,中央公民館 ,NA,O,NA,NA,O,O,0,E3921200074111,香美市,2023/2/7
4261,物部町,中屋公会堂 ,NA,O,NA,NA,O,X,0,E3921200104111,香美市,2023/2/7
4262,土佐山田町,中組南部集会所 ,NA,O,NA,NA,O,O,0,E3921200033111,香美市,2023/2/7
4263,物部町,中谷川公会堂 ,NA,O,NA,NA,O,X,0,E3921200109111,香美市,2023/2/7
4264,香北町,猪野々集会所 ,NA,O,NA,NA,O,X,0,E3921200016111,香美市,2023/2/7
4265,土佐山田町,土佐山田体育館 ,NA,O,NA,NA,O,O,0,E3921200075111,香美市,2023/2/7
4266,土佐山田町,土佐山田中央集会所 ,NA,O,NA,NA,O,O,0,E3921200035111,香美市,2023/2/7
4267,土佐山田町,東町中部公民館 ,NA,O,NA,NA,O,O,0,E3921200064111,香美市,2023/2/7
4268,物部町,南組公会堂 ,NA,O,NA,NA,O,O,0,E3921200099111,香美市,2023/2/7
4269,土佐山田町,楠目小学校（体育館） ,NA,O,NA,NA,O,O,0,E3921200069111,香美市,2023/2/7
4270,香北町,日ノ御子公会堂 ,NA,O,NA,NA,O,O,0,E3921200017111,香美市,2023/2/7
4271,香北町,韮生野コミュニティセンター ,NA,O,NA,NA,O,O,0,E3921200019111,香美市,2023/2/7
4272,土佐山田町,農山村コミュニティセンター ,NA,O,NA,NA,O,O,0,E3921200056111,香美市,2023/2/7
4273,物部町,農林漁業体験実習館 ,NA,O,NA,NA,O,O,0,E3921200110111,香美市,2023/2/7
4274,香北町,梅久保公民館 ,NA,O,NA,NA,O,O,0,E3921200020111,香美市,2023/2/7
4275,香北町,萩野公民館 ,NA,O,NA,NA,X,O,0,E3921200021111,香美市,2023/2/7
4276,香北町,白石公会堂 ,NA,O,NA,NA,O,O,0,E3921200023111,香美市,2023/2/7
4277,香北町,白川上集会所 ,NA,O,NA,NA,O,X,0,E3921200024111,香美市,2023/2/7
4278,土佐山田町,八王子公民館 ,NA,O,NA,NA,O,O,0,E3921200047111,香美市,2023/2/7
4279,土佐山田町,繁藤地区コミュニティセンター ,NA,O,NA,NA,O,X,0,E3921200071111,香美市,2023/2/7
4280,土佐山田町,繁藤老人憩の家 ,NA,O,NA,NA,O,O,0,E3921200072111,香美市,2023/2/7
4281,物部町,平井公会堂 ,NA,O,NA,NA,O,X,0,E3921200111111,香美市,2023/2/7
4282,土佐山田町,平田公民館 ,NA,O,NA,NA,O,O,0,E3921200067111,香美市,2023/2/7
4283,土佐山田町,片地小学校（体育館） ,NA,O,NA,NA,O,O,0,E3921200043111,香美市,2023/2/7
4284,土佐山田町,片地地区多目的集会所 ,NA,O,NA,NA,O,O,0,E3921200041111,香美市,2023/2/7
4285,香北町,保健福祉センター香北 ,NA,O,NA,NA,O,O,0,E3921200018111,香美市,2023/2/7
4286,香北町,北岩改公会堂 ,NA,O,NA,NA,O,X,0,E3921200004111,香美市,2023/2/7
4287,土佐山田町,北滝本複合集会所 ,NA,O,NA,NA,O,X,0,E3921200076111,香美市,2023/2/7
4288,香北町,朴ノ木公会堂 ,NA,O,NA,NA,O,O,0,E3921200031111,香美市,2023/2/7
4289,香北町,本田集落センター ,NA,O,NA,NA,O,X,0,E3921200027111,香美市,2023/2/7
4290,土佐山田町,明治地区多目的集会所 ,NA,O,NA,NA,O,O,0,E3921200046111,香美市,2023/2/7
4291,土佐山田町,油石農業振興集会所 ,NA,O,NA,NA,O,O,0,E3921200068111,香美市,2023/2/7
4292,香北町,有瀬公民館 ,NA,O,NA,NA,O,X,0,E3921200032111,香美市,2023/2/7
4293,土佐山田町,林田集会所 ,NA,O,NA,NA,O,O,0,E3921200078111,香美市,2023/2/7
4294,物部町,楮佐古公会堂 ,NA,O,NA,NA,O,X,0,E3921200113111,香美市,2023/2/7
4295,東洋,Ｂ＆Ｇ海洋センター ,NA,X,X,X,NA,NA,0,E3930100010111,東洋町,2022/3/1
4296,東洋,つづら地区集会所 ,NA,O,O,O,NA,NA,0,E3930100039111,東洋町,2022/3/1
4297,東洋,ふれあい館なごみ ,NA,X,X,X,NA,NA,0,E3930100005111,東洋町,2022/3/1
4298,東洋,浦地区集会所 ,NA,X,X,X,NA,NA,0,E3930100031111,東洋町,2022/3/1
