df2_No,df2_地区名,df2_施設名,df2_住所,df2_地震,df2_津波,df2_高潮,df2_洪水,df2_土砂,df2_z,共通ID,市町村,更新日
231,立岩,立岩公民館湯裾分館,松山市猿川甲722-2,○,○,○,○,×,113.2,E3820100027111,松山市,2025/1/16
232,立岩,立岩公民館大遊寺分館,松山市猿川甲924-1,○,○,○,○,○,129.8,E3820100029111,松山市,2025/1/16
233,立岩,立岩公民館立岩中村分館,松山市立岩中村甲277-1,○,○,○,○,×,171.1,E3820100643111,松山市,2025/1/16
234,立岩,立岩公民館米之野分館,松山市立岩米之野甲187,○,○,○,○,×,214.9,E3820100645111,松山市,2025/1/16
235,立岩,立岩公民館庄府分館,松山市庄府甲282-1,○,○,○,○,×,221.3,E3820100239111,松山市,2025/1/16
236,立岩,立岩公民館儀式分館,松山市儀式甲136-4,○,○,○,○,○,179.9,E3820100063111,松山市,2025/1/16
237,立岩,立岩公民館坊田分館,松山市小山田甲203-1,○,○,○,○,×,125.9,E3820100225111,松山市,2025/1/16
238,立岩,立岩公民館小山田上分館,松山市小山田甲344-3,○,○,○,○,×,119.6,E3820100227111,松山市,2025/1/16
239,立岩,立岩公民館小山田中分館,松山市小山田甲571-3,○,○,○,○,○,109.4,E3820100228111,松山市,2025/1/16
240,立岩,立岩公民館小山田下分館,松山市小山田甲661-1,○,○,○,○,×,110,E3820100229111,松山市,2025/1/16
241,立岩,立岩公民館猿川原分館,松山市猿川原甲251,×,○,○,○,○,111.2,E3820100024111,松山市,2025/1/16
242,難波,難波地域活性化センター,松山市中通甲777-3,○,○,○,○,○,12.5,E3820100363111,松山市,2025/1/16
243,難波,難波小学校,松山市中通甲807-1,○,○,○,○,○,16.4,E3820100364111,松山市,2025/1/16
244,難波,難波公民館庄分館,松山市庄甲228-1,○,○,○,○,×,19.1,E3820100237112,松山市,2025/1/16
245,難波,庄農家高齢者創作館,松山市庄甲228-1,×,○,○,○,×,19,E3820100237111,松山市,2025/1/16
246,難波,難波公民館上難波分館,松山市上難波甲731-1,×,○,○,○,○,20.8,E3820100246111,松山市,2025/1/16
247,難波,中通第二集会所,松山市中通甲308,×,○,○,×,○,9.5,E3820100360111,松山市,2025/1/16
248,難波,中通集会所,松山市中通甲638,○,○,○,○,○,9.6,E3820100362111,松山市,2025/1/16
249,難波,難波公民館下難波石風呂分館,松山市下難波甲1263-2,○,○,×,×,×,2.3,E3820100039111,松山市,2025/1/16
250,難波,難波公民館大浦分館,松山市大浦416-1,○,○,×,○,○,4,E3820100332111,松山市,2025/1/16
251,正岡,正岡公民館,松山市八反地甲90-1,○,○,○,△,○,12.79,E3820100513111,松山市,2025/1/16
252,正岡,正岡小学校,松山市八反地甲160,○,○,○,△,○,11.9,E3820100509111,松山市,2025/1/16
253,正岡,国津保育園,松山市八反地甲1647,○,○,○,○,○,10,E3820100512111,松山市,2025/1/16
254,正岡,椋之原集会所,松山市八反地甲654,×,○,○,○,○,33.3,E3820100511111,松山市,2025/1/16
255,正岡,小山集会所,松山市中西外271-1,○,○,○,△,○,5.19,E3820100351111,松山市,2025/1/16
256,正岡,北条ふれあいセンター,松山市中西外346-3,○,○,○,△,○,5.74,E3820100352111,松山市,2025/1/16
257,正岡,正岡公民館高田分館,松山市高田甲357-2,○,○,○,○,○,19.9,E3820100163111,松山市,2025/1/16
258,正岡,正岡公民館院内分館,松山市院内甲275-2,○,○,○,○,×,91.6,E3820100018111,松山市,2025/1/16
259,北条,北条コミュニティセンター,松山市北条辻6,○,○,△,△,○,3.4,E3820100577112,松山市,2025/1/16
260,北条,北条小学校,松山市北条辻64,○,○,△,△,○,3.74,E3820100579111,松山市,2025/1/16
261,北条,北条北中学校,松山市北条辻365,○,○,○,△,○,6.4,E3820100576111,松山市,2025/1/16
262,北条,北条市民会館,松山市北条辻6,○,×,△,△,○,3.28,E3820100577111,松山市,2025/1/16
263,北条,北条公民館上辻区分館,松山市北条辻332,○,○,△,△,○,3.74,E3820100575111,松山市,2025/1/16
264,北条,新開集会所,松山市北条辻805-7,×,×,×,×,○,2.58,E3820100580111,松山市,2025/1/16
265,北条,北条体育館,松山市北条辻1170-6,○,○,×,×,○,3.19,E3820100572111,松山市,2025/1/16
266,北条,北条公民館浜町区分館,松山市北条1181,○,×,×,×,○,2.35,E3820100568111,松山市,2025/1/16
267,北条,北条公民館安居島区分館,松山市安居島甲268,○,○,×,○,○,2.9,E3820100005111,松山市,2025/1/16
268,北条,北条公民館土手内区分館,松山市土手内148-1･148-2,×,×,×,×,○,3.07,E3820100405111,松山市,2025/1/16
269,北条,北条高等学校（体育館）,松山市北条辻600-1,○,○,×,×,○,3.3,E3820100578111,松山市,2025/1/16
270,北条,聖カタリナ大学（記念体育館）,松山市北条660,○,○,△,△,○,5.53,E3820100570111,松山市,2025/1/16
271,河野,河野公民館,松山市河野別府182-1,○,○,○,○,○,18.9,E3820100053111,松山市,2025/1/16
272,河野,河野小学校,松山市宮内甲9-1,○,○,○,△,○,24.1,E3820100094111,松山市,2025/1/16
273,河野,北条南中学校,松山市河野別府12,○,○,○,△,△,15.9,E3820100051111,松山市,2025/1/16
274,河野,河野公民館河野別府分館,松山市河野別府467,×,○,○,○,○,16.78,E3820100054111,松山市,2025/1/16
275,河野,北条ふるさと館,松山市河野別府995,○,○,○,○,○,8.61,E3820100057111,松山市,2025/1/16
276,河野,河野公民館府中分館,松山市府中336,×,○,○,○,○,5.58,E3820100519111,松山市,2025/1/16
277,河野,河野公民館柳原分館,松山市柳原甲144-1,○,×,×,○,○,3.21,E3820100620111,松山市,2025/1/16
278,河野,河野公民館宮内分館,松山市宮内甲59-4,○,○,○,○,○,25.7,E3820100093111,松山市,2025/1/16
279,河野,河野公民館善応寺分館,松山市善応寺71-1,○,○,○,○,○,45.8,E3820100320111,松山市,2025/1/16
280,河野,河野公民館河野高山分館,松山市河野高山甲207-1,○,○,○,○,×,73.6,E3820100048111,松山市,2025/1/16
281,河野,河野公民館佐古分館,松山市佐古甲173-1,○,○,○,○,×,36.2,E3820100172111,松山市,2025/1/16
282,河野,河野公民館片山分館,松山市片山甲163-3,○,○,○,×,○,5.99,E3820100550111,松山市,2025/1/16
283,河野,河野公民館中須賀分館,松山市河野中須賀286-1,×,×,×,×,○,2.49,E3820100049111,松山市,2025/1/16
284,河野,河野公民館夏目分館,松山市夏目甲420-1,×,○,○,○,×,16.1,E3820100044111,松山市,2025/1/16
285,粟井,粟井農村環境改善センター,松山市久保88,○,○,○,○,○,10.6,E3820100084111,松山市,2025/1/16
286,粟井,粟井小学校,松山市常竹甲100,○,○,○,○,×,15.2,E3820100251111,松山市,2025/1/16
287,粟井,粟井保育園,松山市鹿峰63-2,○,○,○,○,○,10.6,E3820100202111,松山市,2025/1/16
288,粟井,粟井公民館小川分館,松山市小川甲669-1,○,○,○,×,×,16.1,E3820100231111,松山市,2025/1/16
289,粟井,粟井公民館磯河内分館,松山市磯河内甲372-4,○,○,○,○,○,8.8,E3820100017111,松山市,2025/1/16
290,粟井,粟井公民館和田分館,松山市和田甲234-1,×,○,×,○,○,5.1,E3820100657111,松山市,2025/1/16
291,粟井,久保集会所,松山市久保167,×,○,×,×,○,3.22,E3820100082111,松山市,2025/1/16
292,粟井,粟井公民館粟井河原分館,松山市粟井河原245-3,○,×,×,○,○,2.5,E3820100003111,松山市,2025/1/16
293,粟井,粟井公民館鹿峰分館,松山市鹿峰197-2,×,○,×,×,○,2.83,E3820100201111,松山市,2025/1/16
294,粟井,粟井公民館本谷分館,松山市本谷甲343.344,○,○,○,○,×,35.7,E3820100603111,松山市,2025/1/16
295,粟井,粟井公民館常竹分館,松山市常竹甲123-1,○,○,○,○,○,17.5,E3820100252111,松山市,2025/1/16
296,粟井,粟井公民館西谷分館,松山市西谷甲381,×,○,○,○,×,57.2,E3820100295111,松山市,2025/1/16
297,粟井,粟井公民館客分館,松山市客甲344-1,○,○,○,○,×,122.9,E3820100070111,松山市,2025/1/16
298,粟井,粟井公民館麓分館,松山市麓甲407-4,○,○,○,○,○,102.8,E3820100647111,松山市,2025/1/16
299,粟井,粟井公民館小川谷分館,松山市小川谷甲74,○,○,○,○,○,70.2,E3820100232111,松山市,2025/1/16
300,睦野,睦月小学校,松山市睦月甲1068-6,○,×,△,○,△,2.8,E3820100592111,松山市,2025/1/16
301,睦野,野忽那小学校,松山市野忽那甲1540-1,○,×,×,○,×,3.3,E3820100617111,松山市,2025/1/16
302,睦野,中島公民館睦月分館,松山市睦月甲2194-1,×,×,×,○,○,2.5,E3820100593111,松山市,2025/1/16
303,睦野,中島公民館野忽那分館,松山市野忽那甲1442-6,×,×,×,○,○,2.7,E3820100616111,松山市,2025/1/16
304,東中島,中島総合文化センター,松山市中島大浦2962,○,○,○,○,△,7.9,E3820100368111,松山市,2025/1/16
305,東中島,中島小学校,松山市長師564,○,○,○,○,△,6.3,E3820100385111,松山市,2025/1/16
306,東中島,中島中学校,松山市長師817,○,○,○,○,○,9.7,E3820100386111,松山市,2025/1/16
307,東中島,中島こども園,松山市中島大浦3021-1,○,×,×,○,○,1.8,E3820100369111,松山市,2025/1/16
308,東中島,中島公民館大浦分館,松山市中島大浦1623-1,×,×,△,○,○,2.4,E3820100367111,松山市,2025/1/16
309,東中島,中島公民館小浜集会所,松山市小浜甲558,○,×,×,○,○,2.8,E3820100235111,松山市,2025/1/16
310,東中島,長師農村開発研修センター,松山市長師107-1,×,×,×,○,○,3.1,E3820100383111,松山市,2025/1/16
311,東中島,中島公民館宮野分館,松山市宮野437,×,○,△,○,△,3.4,E3820100095111,松山市,2025/1/16
312,東中島,神浦地域総合施設,松山市神浦753,○,×,×,○,○,2.8,E3820100265111,松山市,2025/1/16
313,東中島,中島ふれあいセンター,松山市小浜甲1191,○,○,○,○,×,5.8,E3820100234111,松山市,2025/1/16
314,東中島,中島Ｂ＆Ｇ海洋センター,松山市小浜甲1101-1,○,○,○,○,△,6.8,E3820100233111,松山市,2025/1/16
315,東中島,松山北高等学校中島分校（体育館）,松山市中島大浦3100-1,○,○,×,○,○,4.1,E3820100370111,松山市,2025/1/16
316,西中島,宇和間農林漁業体験実習館,松山市宇和間甲920-1,○,×,×,○,○,2.3,E3820100019111,松山市,2025/1/16
317,西中島,熊田地域総合施設,松山市熊田甲713-3,○,×,×,○,×,2.3,E3820100104111,松山市,2025/1/16
318,西中島,中島公民館吉木分館,松山市吉木甲1309-1,×,×,×,○,○,2.8,E3820100068111,松山市,2025/1/16
319,西中島,中島公民館饒分館,松山市饒甲422-2,×,×,×,○,×,2.8,E3820100662111,松山市,2025/1/16
320,西中島,畑里高齢者健康増進実習館,松山市畑里甲813,○,×,×,○,△,2.7,E3820100508111,松山市,2025/1/16
321,西中島,中島公民館粟井分館,松山市中島粟井甲1235-1,×,○,×,○,○,3,E3820100365111,松山市,2025/1/16
322,西中島,城山小学校跡,松山市中島粟井甲876,×,○,○,○,○,10.6,E3820100366111,松山市,2025/1/16
323,神和,怒和小学校,松山市元怒和甲8-2,○,×,×,○,×,3.8,E3820100118111,松山市,2025/1/16
324,神和,津和地小学校,松山市津和地1588-1,○,×,×,○,△,4.8,E3820100391111,松山市,2025/1/16
325,神和,二神小学校,松山市二神甲227,○,×,×,○,○,4.4,E3820100477111,松山市,2025/1/16
326,神和,元怒和保育所,松山市元怒和甲925-1,○,○,△,○,×,3.6,E3820100119111,松山市,2025/1/16
327,神和,津和地保育所,松山市津和地420,○,×,×,○,×,3.8,E3820100392112,松山市,2025/1/16
328,神和,中島公民館上怒和分館,松山市上怒和甲399-97,×,×,×,○,△,3.2,E3820100245111,松山市,2025/1/16
329,神和,中島公民館元怒和分館,松山市元怒和甲1809-1,×,×,×,○,○,2.4,E3820100117111,松山市,2025/1/16
330,神和,津和地多目的集会施設,松山市津和地420,○,×,×,○,×,3.7,E3820100392111,松山市,2025/1/16
331,神和,中島公民館二神分館,松山市二神甲501,×,○,×,○,×,2.9,E3820100478111,松山市,2025/1/16
332,宇和島,宇和津小学校,,○,○,NA,○,△,0,E3820300202113,宇和島市,2021/11/29
333,宇和島,宇和津幼稚園,,○,○,NA,○,×,0,E3820300202112,宇和島市,2021/11/29
334,宇和島,宇和津公民館,,○,○,NA,○,△,0,E3820300202111,宇和島市,2021/11/29
335,宇和島,野川集会所,,○,○,NA,○,×,0,E3820300204111,宇和島市,2021/11/29
336,宇和島,元愛媛県宇和島地区独身寮（旧南風寮）宇和島市大超寺奥乙50番地1,,○,○,NA,○,△,0,E3820300144111,宇和島市,2021/11/29
337,宇和島,中央公民館,,○,○,NA,○,○,0,E3820300200111,宇和島市,2021/11/29
338,宇和島,明倫公民館,,○,×,NA,△,△,0,E3820300150111,宇和島市,2021/11/29
339,宇和島,スポーツ交流センター,,○,×,NA,△,△,0,E3820300149111,宇和島市,2021/11/29
340,宇和島,城東中学校,,○,×,NA,○,○,0,E3820300139111,宇和島市,2021/11/29
341,宇和島,保手中央集会所,,○,×,NA,○,○,0,E3820300198111,宇和島市,2021/11/29
342,宇和島,保手3区集会所,,○,○,NA,○,○,0,E3820300199111,宇和島市,2021/11/29
343,宇和島,長堀集会所,,○,×,NA,○,△,0,E3820300148111,宇和島市,2021/11/29
344,宇和島,明倫小学校,,○,×,NA,○,○,0,E3820300195111,宇和島市,2021/11/29
345,宇和島,宇和島南中等教育学校,,○,×,NA,○,○,0,E3820300196111,宇和島市,2021/11/29
346,宇和島,城南中学校,,○,×,NA,○,○,0,E3820300194111,宇和島市,2021/11/29
347,宇和島,宇和島東高等学校,,○,×,NA,○,○,0,E3820300192111,宇和島市,2021/11/29
348,宇和島,鶴島公民館,,○,×,NA,○,○,0,E3820300193111,宇和島市,2021/11/29
349,宇和島,鶴島小学校,,○,×,NA,○,○,0,E3820300193112,宇和島市,2021/11/29
350,宇和島,宇和島水産高等学校,,○,×,NA,○,○,0,E3820300203111,宇和島市,2021/11/29
351,宇和島,南予文化会館,,○,×,NA,○,○,0,E3820300146111,宇和島市,2021/11/29
352,宇和島,宇和島市役所,,○,×,NA,○,○,0,E3820300132111,宇和島市,2021/11/29
353,宇和島,学習交流センター(パフィオうわじま),,○,×,NA,△,○,0,E3820300182111,宇和島市,2021/11/29
354,宇和島,天神小学校,,○,○,NA,○,△,0,E3820300013111,宇和島市,2021/11/29
355,宇和島,丸穂保育園,,○,○,NA,○,△,0,E3820300012111,宇和島市,2021/11/29
356,宇和島,済美保育園,,○,×,NA,○,△,0,E3820300010111,宇和島市,2021/11/29
357,宇和島,天神公民館,,○,○,NA,○,△,0,E3820300011111,宇和島市,2021/11/29
358,宇和島,闘牛場,,×,○,NA,○,△,0,E3820300214111,宇和島市,2021/11/29
359,宇和島,和霊小学校,,○,○,NA,○,○,0,E3820300001111,宇和島市,2021/11/29
360,宇和島,城北中学校,,○,×,NA,○,△,0,E3820300213111,宇和島市,2021/11/29
361,宇和島,和霊公民館,,○,×,NA,○,○,0,E3820300215111,宇和島市,2021/11/29
362,宇和島,宇和島看護専門学校,,○,○,NA,○,○,0,E3820300002111,宇和島市,2021/11/29
363,宇和島,柿原集会所,,○,○,NA,○,○,0,E3820300009111,宇和島市,2021/11/29
364,宇和島,住吉公民館,,○,×,NA,○,○,0,E3820300228111,宇和島市,2021/11/29
365,宇和島,住吉小学校,,○,×,NA,○,△,0,E3820300128111,宇和島市,2021/11/29
366,宇和島,みゆき保育園,,○,○,NA,○,×,0,E3820300184111,宇和島市,2021/11/29
367,宇和島,総合体育館,,○,×,NA,○,○,0,E3820300197111,宇和島市,2021/11/29
368,宇和島,総合福祉センター,,○,×,NA,○,○,0,E3820300126111,宇和島市,2021/11/29
369,宇和島,認定こども園いぶき幼稚園,,○,×,NA,○,○,0,E3820300147111,宇和島市,2021/11/29
370,宇和島,大浦自治会館,,○,×,NA,○,○,0,E3820300143111,宇和島市,2021/11/29
371,宇和島,番城小学校,,○,○,NA,○,△,0,E3820300054113,宇和島市,2021/11/29
372,宇和島,祝森公民館,,○,○,NA,○,△,0,E3820300130111,宇和島市,2021/11/29
373,宇和島,宇和島市保健センター,,○,○,NA,○,△,0,E3820300131111,宇和島市,2021/11/29
374,宇和島,番城美徳認定こども園,,○,○,NA,○,×,0,E3820300054112,宇和島市,2021/11/29
375,宇和島,番城公民館,,○,○,NA,○,△,0,E3820300054111,宇和島市,2021/11/29
376,宇和島,番城福祉会館,,○,○,NA,○,○,0,E3820300014111,宇和島市,2021/11/29
377,宇和島,宮下団地集会所,,○,×,NA,○,○,0,E3820300008111,宇和島市,2021/11/29
378,宇和島,宮下集会所,,○,×,NA,○,○,0,E3820300055111,宇和島市,2021/11/29
379,宇和島,薬師谷集会所,,×,○,NA,○,○,0,E3820300142111,宇和島市,2021/11/29
380,宇和島,九島公民館,,○,×,NA,○,△,0,E3820300191111,宇和島市,2021/11/29
381,宇和島,旧九島小学校,,○,×,NA,○,△,0,E3820300190111,宇和島市,2021/11/29
382,宇和島,九島開発総合センター,,○,×,NA,○,△,0,E3820300201111,宇和島市,2021/11/29
383,宇和島,石応公民館,,×,×,NA,○,△,0,E3820300227111,宇和島市,2021/11/29
384,宇和島,旧石応小学校,,○,×,NA,○,△,0,E3820300141111,宇和島市,2021/11/29
385,宇和島,白浜集会所,,×,×,NA,○,△,0,E3820300189111,宇和島市,2021/11/29
386,宇和島,旧小池小学校,,○,×,NA,○,△,0,E3820300134112,宇和島市,2021/11/29
387,宇和島,小池保育園,,○,○,NA,○,○,0,E3820300133111,宇和島市,2021/11/29
388,宇和島,小池公民館,,○,×,NA,○,△,0,E3820300134111,宇和島市,2021/11/29
389,宇和島,三浦小学校,,○,×,NA,○,△,0,E3820300075111,宇和島市,2021/11/29
390,宇和島,安米集会所,,○,×,NA,○,×,0,E3820300074111,宇和島市,2021/11/29
391,宇和島,三浦公民館西三浦分館,,○,○,NA,○,△,0,E3820300072111,宇和島市,2021/11/29
392,宇和島,三浦公民館,,×,×,NA,○,△,0,E3820300073111,宇和島市,2021/11/29
393,宇和島,高光小学校,,○,○,NA,○,△,0,E3820300067111,宇和島市,2021/11/29
394,宇和島,高光公民館,,○,○,NA,○,△,0,E3820300068111,宇和島市,2021/11/29
395,宇和島,下高串集会所,,×,○,NA,×,×,0,E3820300065111,宇和島市,2021/11/29
396,宇和島,本村集会所,,×,○,NA,○,×,0,E3820300071111,宇和島市,2021/11/29
397,宇和島,奥高串集会所,,×,○,NA,○,×,0,E3820300069111,宇和島市,2021/11/29
398,宇和島,江の組集会所,,○,○,NA,○,○,0,E3820300062111,宇和島市,2021/11/29
399,宇和島,上光満集会所,,×,○,NA,○,×,0,E3820300063111,宇和島市,2021/11/29
400,宇和島,家藤集会所,,○,○,NA,○,×,0,E3820300070111,宇和島市,2021/11/29
401,宇和島,徳の森集会所,,×,○,NA,○,×,0,E3820300066111,宇和島市,2021/11/29
402,宇和島,中組集会所,,○,○,NA,○,×,0,E3820300064111,宇和島市,2021/11/29
403,宇和島,新屋敷集会所,,×,○,NA,○,×,0,E3820300061111,宇和島市,2021/11/29
404,宇和島,下波公民館,,○,×,NA,○,△,0,E3820300004111,宇和島市,2021/11/29
405,宇和島,旧宇和海中学校,,×,×,NA,○,△,0,E3820300004112,宇和島市,2021/11/29
406,宇和島,結出小学校,,○,×,NA,○,△,0,E3820300005111,宇和島市,2021/11/29
407,宇和島,宇和島市役所宇和海支所,,○,×,NA,○,×,0,E3820300003111,宇和島市,2021/11/29
408,宇和島,狩津集会所,,×,×,NA,○,×,0,E3820300007111,宇和島市,2021/11/29
409,宇和島,下波西集会所,,×,×,NA,○,×,0,E3820300006111,宇和島市,2021/11/29
410,宇和島,矢の浦集会所,,×,×,NA,○,×,0,E3820300211111,宇和島市,2021/11/29
411,宇和島,遊子公民館,,○,×,NA,○,△,0,E3820300207111,宇和島市,2021/11/29
412,宇和島,遊子小学校,,○,×,NA,○,△,0,E3820300208111,宇和島市,2021/11/29
413,宇和島,魚泊集会所,,×,×,NA,○,×,0,E3820300206111,宇和島市,2021/11/29
414,宇和島,水荷浦集会所,,○,×,NA,○,△,0,E3820300205111,宇和島市,2021/11/29
415,宇和島,遊子診療所,,×,×,NA,○,×,0,E3820300209111,宇和島市,2021/11/29
416,宇和島,甘崎集会所,,○,×,NA,○,×,0,E3820300210111,宇和島市,2021/11/29
417,宇和島,高助集会所,,○,×,NA,○,×,0,E3820300137111,宇和島市,2021/11/29
418,宇和島,蒋淵小学校,,○,×,NA,○,△,0,E3820300138111,宇和島市,2021/11/29
419,宇和島,蒋淵公民館,,○,×,NA,○,△,0,E3820300135111,宇和島市,2021/11/29
420,宇和島,矢ヶ浜集会所,,×,×,NA,○,×,0,E3820300136111,宇和島市,2021/11/29
421,宇和島,戸島公民館,,○,×,NA,○,△,0,E3820300056111,宇和島市,2021/11/29
422,宇和島,戸島小学校,,○,×,NA,○,△,0,E3820300058111,宇和島市,2021/11/29
423,宇和島,本浦集会所,,○,×,NA,○,×,0,E3820300057111,宇和島市,2021/11/29
424,宇和島,嘉島小学校,,○,×,NA,○,○,0,E3820300059111,宇和島市,2021/11/29
425,宇和島,日振島小学校,,○,×,NA,○,△,0,E3820300186111,宇和島市,2021/11/29
426,宇和島,日振島公民館,,○,×,NA,○,△,0,E3820300185111,宇和島市,2021/11/29
427,宇和島,能登集会所,,×,×,NA,○,×,0,E3820300188111,宇和島市,2021/11/29
428,宇和島,喜路集会所,,×,×,NA,○,×,0,E3820300187111,宇和島市,2021/11/29
429,宇和島,吉田公民館,,○,×,NA,△,○,0,E3820300032111,宇和島市,2021/11/29
430,宇和島,吉田高等学校,,○,×,NA,×,○,0,E3820300039111,宇和島市,2021/11/29
431,宇和島,吉田中学校,,○,×,NA,×,○,0,E3820300030111,宇和島市,2021/11/29
432,宇和島,吉田小学校,,○,×,NA,○,△,0,E3820300050111,宇和島市,2021/11/29
433,宇和島,ふれあい運動公園,,○,○,NA,○,△,0,E3820300029111,宇和島市,2021/11/29
434,宇和島,知永集会所,,×,×,NA,○,△,0,E3820300028111,宇和島市,2021/11/29
435,宇和島,川口集会所,,×,×,NA,○,○,0,E3820300051111,宇和島市,2021/11/29
436,宇和島,西小路集会所,,○,×,NA,△,○,0,E3820300025111,宇和島市,2021/11/29
437,宇和島,浅川集会所,,×,×,NA,○,○,0,E3820300027111,宇和島市,2021/11/29
438,宇和島,奥南公民館,,×,×,NA,○,△,0,E3820300015111,宇和島市,2021/11/29
439,宇和島,奥南小学校,,○,×,NA,○,△,0,E3820300017111,宇和島市,2021/11/29
440,宇和島,喜佐方公民館,,×,×,NA,×,△,0,E3820300022111,宇和島市,2021/11/29
441,宇和島,喜佐方小学校,,○,○,NA,×,△,0,E3820300019111,宇和島市,2021/11/29
442,宇和島,玉津公民館,,×,×,NA,○,△,0,E3820300038111,宇和島市,2021/11/29
443,宇和島,玉津小学校,,○,×,NA,○,△,0,E3820300037111,宇和島市,2021/11/29
444,宇和島,浜集会所,,×,×,NA,○,○,0,E3820300036111,宇和島市,2021/11/29
445,宇和島,立間公民館,,×,○,NA,×,△,0,E3820300045111,宇和島市,2021/11/29
446,宇和島,立間小学校,,○,○,NA,×,△,0,E3820300043111,宇和島市,2021/11/29
447,宇和島,えひめ南農協立間中央支所,,×,○,NA,△,○,0,E3820300046111,宇和島市,2021/11/29
448,宇和島,屋敷集会所,,×,○,NA,○,×,0,E3820300048111,宇和島市,2021/11/29
449,宇和島,是能集会所,,×,○,NA,○,○,0,E3820300101111,宇和島市,2021/11/29
450,宇和島,曽根集会所,,○,○,NA,○,○,0,E3820300105111,宇和島市,2021/11/29
451,宇和島,成家集会所,,×,○,NA,○,×,0,E3820300103111,宇和島市,2021/11/29
452,宇和島,成妙小学校,,○,○,NA,○,△,0,E3820300102111,宇和島市,2021/11/29
453,宇和島,則集会所,,×,○,NA,○,○,0,E3820300107111,宇和島市,2021/11/29
454,宇和島,大藤集会所,,○,○,NA,○,○,0,E3820300108111,宇和島市,2021/11/29
455,宇和島,三間基幹集落センター,,×,○,NA,○,○,0,E3820300109111,宇和島市,2021/11/29
456,宇和島,コスモスタウン集会所,,○,○,NA,○,○,0,E3820300100111,宇和島市,2021/11/29
457,宇和島,黒井地集会所,,○,○,NA,○,○,0,E3820300094111,宇和島市,2021/11/29
458,宇和島,黒井地教育集会所,,○,○,NA,○,○,0,E3820300095111,宇和島市,2021/11/29
459,宇和島,戸雁集会所,,×,○,NA,○,○,0,E3820300091111,宇和島市,2021/11/29
460,宇和島,北宇和高等学校三間分校,,○,○,NA,○,○,0,E3820300092111,宇和島市,2021/11/29
461,宇和島,国民体育館,,×,○,NA,○,○,0,E3820300088111,宇和島市,2021/11/29
462,宇和島,三間認定こども園,,×,○,NA,○,○,0,E3820300090111,宇和島市,2021/11/29
463,宇和島,三間小学校,,○,○,NA,○,○,0,E3820300079111,宇和島市,2021/11/29
464,宇和島,三間中学校,,○,○,NA,○,○,0,E3820300089111,宇和島市,2021/11/29
465,宇和島,三間公民館,,○,○,NA,○,○,0,E3820300080111,宇和島市,2021/11/29
466,宇和島,宮野下村集会所,,×,○,NA,○,○,0,E3820300081111,宇和島市,2021/11/29
467,宇和島,北増穂集会所,,×,○,NA,○,○,0,E3820300122111,宇和島市,2021/11/29
468,宇和島,小沢川集会所,,○,○,NA,○,○,0,E3820300098111,宇和島市,2021/11/29
469,宇和島,川之内集会所,,×,○,NA,○,△,0,E3820300104111,宇和島市,2021/11/29
470,宇和島,元宗集会所,,×,○,NA,○,○,0,E3820300084111,宇和島市,2021/11/29
471,宇和島,もみの木（旧三間幼稚園）,,○,○,NA,○,○,0,E3820300085111,宇和島市,2021/11/29
472,宇和島,増田集会所,,○,○,NA,○,○,0,E3820300106111,宇和島市,2021/11/29
473,宇和島,土居中集会所,,×,○,NA,○,×,0,E3820300115111,宇和島市,2021/11/29
474,宇和島,迫目集会所,,×,○,NA,○,○,0,E3820300118111,宇和島市,2021/11/29
475,宇和島,コスモスホール三間,,○,○,NA,○,○,0,E3820300121111,宇和島市,2021/11/29
476,宇和島,ふれあい交流館,,×,○,NA,○,○,0,E3820300120111,宇和島市,2021/11/29
477,宇和島,務田迫目組集会所,,×,○,NA,○,×,0,E3820300125111,宇和島市,2021/11/29
478,宇和島,務田集会所,,×,○,NA,×,○,0,E3820300124111,宇和島市,2021/11/29
479,宇和島,三間町隣保館,,×,○,NA,×,○,0,E3820300123111,宇和島市,2021/11/29
480,宇和島,三間保健福祉センター,,○,○,NA,○,○,0,E3820300119111,宇和島市,2021/11/29
481,宇和島,中野中集会所,,○,○,NA,○,○,0,E3820300112111,宇和島市,2021/11/29
482,宇和島,波岡集会所,,×,○,NA,○,○,0,E3820300117111,宇和島市,2021/11/29
483,宇和島,波岡上集会所,,○,○,NA,○,○,0,E3820300116111,宇和島市,2021/11/29
484,宇和島,田川集会所,,○,○,NA,○,×,0,E3820300113111,宇和島市,2021/11/29
485,宇和島,金銅集会所,,×,○,NA,○,○,0,E3820300082111,宇和島市,2021/11/29
486,宇和島,土居垣内集会所,,○,○,NA,×,×,0,E3820300114111,宇和島市,2021/11/29
487,宇和島,古藤田集会所,,○,○,NA,○,×,0,E3820300086111,宇和島市,2021/11/29
488,宇和島,高齢者コミュニティセンター,,×,○,NA,○,×,0,E3820300087111,宇和島市,2021/11/29
489,宇和島,大内集会所,,○,○,NA,○,×,0,E3820300111111,宇和島市,2021/11/29
490,宇和島,二名小学校,,○,○,NA,○,〇,0,E3820300110111,宇和島市,2021/11/29
491,宇和島,是延集会所,,○,○,NA,○,○,0,E3820300099111,宇和島市,2021/11/29
492,宇和島,兼近集会所,,×,○,NA,○,○,0,E3820300083111,宇和島市,2021/11/29
493,宇和島,三間中間集会所,,×,○,NA,○,×,0,E3820300097111,宇和島市,2021/11/29
